"Fromid","relationship_type","toid"
"480","Control","10414"
"480","Control","10563"
"480","Control","12368"
"480","Has","340"
"480","Has","9271"
"480","Impact","340"
"480","Impact","611"
"480","Impact","11276"
"480","Impact","12893"
"480","Introduce","690"
"480","Introduce","5406"
"480","Introduce","10600"
"480","Is_Member_Of","93"
"480","Is_Member_Of","556"
"480","Is_Member_Of","611"
"480","Is_Member_Of","4916"
"480","Operate_In","29"
"480","Operate_In","39"
"480","Operate_In","111"
"480","Operate_In","3999"
"480","Participates_In","93"
"480","Participates_In","556"
"480","Participates_In","1285"
"480","Participates_In","1770"
"480","Participates_In","6531"
"480","Positive_Impact_On","10414"
"480","Produce","593"
"480","Relate_To","29"
"480","Relate_To","39"
"480","Relate_To","93"
"480","Relate_To","103"
"480","Relate_To","556"
"480","Relate_To","611"
"480","Relate_To","1136"
"480","Relate_To","1285"
"480","Relate_To","2196"
"480","Relate_To","3999"
"480","Relate_To","13635"
"481","Has","2217"
"481","Has","2724"
"481","Impact","472"
"481","Impact","3577"
"481","Operate_In","1290"
"481","Raise","2217"
"481","Raise","2724"
"481","Raise","5111"
"481","Relate_To","57"
"481","Relate_To","87"
"481","Relate_To","128"
"481","Relate_To","334"
"481","Relate_To","2259"
"481","Relate_To","4468"
"481","Relate_To","5833"
"482","Control","8"
"482","Control","1136"
"482","Control","1314"
"482","Control","4198"
"482","Control","4255"
"482","Has","16"
"482","Has","455"
"482","Has","1440"
"482","Has","2259"
"482","Impact","4468"
"482","Impact","5575"
"482","Impact","10544"
"482","Operate_In","6"
"482","Operate_In","54"
"482","Operate_In","872"
"482","Operate_In","919"
"482","Operate_In","953"
"482","Operate_In","1136"
"482","Operate_In","1572"
"482","Operate_In","1678"
"482","Operate_In","2768"
"482","Operate_In","3406"
"482","Operate_In","4468"
"482","Operate_In","10544"
"482","Produce","1314"
"482","Relate_To","97"
"482","Relate_To","1314"
"482","Relate_To","1505"
"482","Relate_To","1996"
"482","Relate_To","2259"
"483","Control","1104"
"483","Decrease","7390"
"483","Impact","1"
"483","Impact","14"
"483","Impact","21"
"483","Impact","39"
"483","Impact","98"
"483","Impact","132"
"483","Impact","234"
"483","Impact","252"
"483","Impact","322"
"483","Impact","672"
"483","Impact","874"
"483","Impact","951"
"483","Impact","1084"
"483","Impact","1191"
"483","Impact","1676"
"483","Impact","1980"
"483","Impact","2897"
"483","Impact","2923"
"483","Impact","3813"
"483","Impact","4979"
"483","Impact","5971"
"483","Impact","6683"
"483","Impact","6734"
"483","Impact","9168"
"483","Impact","9992"
"483","Impact","11280"
"483","Impact","12523"
"483","Negative_Impact_On","21"
"483","Negative_Impact_On","25"
"483","Negative_Impact_On","177"
"483","Negative_Impact_On","316"
"483","Negative_Impact_On","11119"
"483","Negative_Impact_On","11229"
"483","Negative_Impact_On","11632"
"483","Positive_Impact_On","21"
"483","Positive_Impact_On","25"
"483","Positive_Impact_On","28"
"483","Positive_Impact_On","64"
"483","Positive_Impact_On","111"
"483","Positive_Impact_On","132"
"483","Positive_Impact_On","176"
"483","Positive_Impact_On","612"
"483","Positive_Impact_On","1028"
"483","Positive_Impact_On","2342"
"483","Positive_Impact_On","3736"
"483","Positive_Impact_On","7150"
"483","Raise","4831"
"483","Relate_To","1"
"483","Relate_To","2"
"483","Relate_To","25"
"483","Relate_To","91"
"483","Relate_To","177"
"483","Relate_To","234"
"483","Relate_To","316"
"483","Relate_To","354"
"483","Relate_To","472"
"483","Relate_To","583"
"483","Relate_To","690"
"483","Relate_To","1104"
"483","Relate_To","1354"
"483","Relate_To","1472"
"483","Relate_To","1888"
"483","Relate_To","1945"
"483","Relate_To","2897"
"483","Relate_To","3190"
"483","Relate_To","4377"
"483","Relate_To","7395"
"484","Announce","6104"
"484","Control","48"
"484","Control","1472"
"484","Control","1607"
"484","Control","7089"
"484","Control","11697"
"484","Has","203"
"484","Has","619"
"484","Has","3870"
"484","Has","11697"
"484","Invests_In","67"
"484","Invests_In","1755"
"484","Invests_In","5575"
"484","Invests_In","11148"
"484","Invests_In","11697"
"484","Operate_In","1"
"484","Operate_In","83"
"484","Operate_In","564"
"484","Operate_In","575"
"484","Operate_In","790"
"484","Operate_In","2171"
"484","Operate_In","3443"
"484","Operate_In","3548"
"484","Operate_In","4220"
"484","Operate_In","4232"
"484","Operate_In","6341"
"484","Operate_In","10547"
"484","Produce","2864"
"484","Relate_To","0"
"484","Relate_To","346"
"484","Relate_To","485"
"484","Relate_To","554"
"484","Relate_To","1212"
"484","Relate_To","2266"
"484","Relate_To","2724"
"484","Relate_To","4581"
"484","Relate_To","6284"
"484","Relate_To","11697"
"485","Announce","558"
"485","Control","8"
"485","Control","20"
"485","Control","661"
"485","Control","669"
"485","Control","1661"
"485","Control","1674"
"485","Control","4405"
"485","Control","12040"
"485","Decrease","4433"
"485","Has","8"
"485","Has","1248"
"485","Has","1674"
"485","Has","3806"
"485","Impact","8"
"485","Invests_In","1550"
"485","Operate_In","1"
"485","Operate_In","7"
"485","Operate_In","1143"
"485","Produce","2010"
"485","Relate_To","66"
"485","Relate_To","1674"
"485","Relate_To","10178"
"487","Announce","5170"
"487","Control","20"
"487","Control","1022"
"487","Control","1699"
"487","Control","2073"
"487","Control","2419"
"487","Control","2479"
"487","Control","7074"
"487","Control","8631"
"487","Has","2217"
"487","Has","2419"
"487","Has","3035"
"487","Has","3391"
"487","Impact","4401"
"487","Introduce","567"
"487","Invests_In","57"
"487","Is_Member_Of","7975"
"487","Negative_Impact_On","705"
"487","Operate_In","14"
"487","Operate_In","482"
"487","Operate_In","1022"
"487","Operate_In","8951"
"487","Operate_In","10483"
"487","Participates_In","6162"
"487","Produce","3972"
"487","Raise","189"
"487","Raise","301"
"487","Raise","2419"
"487","Raise","3035"
"487","Relate_To","20"
"487","Relate_To","57"
"487","Relate_To","329"
"487","Relate_To","468"
"487","Relate_To","599"
"487","Relate_To","862"
"487","Relate_To","8631"
"488","Control","21"
"488","Control","903"
"488","Control","2015"
"488","Control","2673"
"488","Control","5058"
"488","Decrease","21"
"488","Decrease","214"
"488","Decrease","322"
"488","Decrease","4663"
"488","Has","21"
"488","Has","1253"
"488","Has","2354"
"488","Impact","18"
"488","Impact","21"
"488","Impact","76"
"488","Impact","322"
"488","Impact","903"
"488","Impact","1133"
"488","Impact","1253"
"488","Impact","1407"
"488","Impact","2015"
"488","Impact","2280"
"488","Impact","2676"
"488","Impact","3462"
"488","Impact","12139"
"488","Negative_Impact_On","21"
"488","Negative_Impact_On","63"
"488","Negative_Impact_On","322"
"488","Operate_In","21"
"488","Operate_In","98"
"488","Operate_In","371"
"488","Operate_In","471"
"488","Operate_In","903"
"488","Positive_Impact_On","21"
"488","Positive_Impact_On","903"
"488","Produce","21"
"488","Raise","21"
"488","Raise","903"
"488","Raise","1253"
"488","Raise","2015"
"488","Relate_To","21"
"488","Relate_To","520"
"488","Relate_To","903"
"488","Relate_To","1063"
"488","Relate_To","1360"
"488","Relate_To","2015"
"488","Relate_To","2673"
"488","Relate_To","3186"
"488","Relate_To","11765"
"489","Has","3536"
"489","Impact","1716"
"489","Impact","1760"
"489","Impact","2749"
"489","Impact","3536"
"489","Operate_In","1760"
"489","Operate_In","2687"
"489","Participates_In","5134"
"489","Relate_To","97"
"489","Relate_To","1682"
"489","Relate_To","1760"
"489","Relate_To","2465"
"489","Relate_To","2749"
"489","Relate_To","3468"
"489","Relate_To","3536"
"489","Relate_To","9763"
"490","Has","69"
"490","Has","2477"
"490","Is_Member_Of","103"
"490","Is_Member_Of","2016"
"490","Operate_In","1"
"490","Operate_In","1996"
"490","Operate_In","4255"
"490","Operate_In","5615"
"490","Participates_In","1109"
"490","Participates_In","4876"
"490","Participates_In","5819"
"490","Raise","1394"
"490","Raise","2153"
"490","Raise","10168"
"490","Raise","11388"
"490","Relate_To","0"
"490","Relate_To","45"
"490","Relate_To","2611"
"491","Control","15"
"491","Control","76"
"491","Control","317"
"491","Control","1532"
"491","Control","5033"
"491","Control","6651"
"491","Control","10175"
"491","Impact","76"
"491","Impact","354"
"491","Impact","1084"
"491","Impact","1676"
"491","Impact","2280"
"491","Impact","12422"
"491","Invests_In","6329"
"491","Negative_Impact_On","3822"
"491","Operate_In","472"
"491","Operate_In","1752"
"491","Operate_In","4365"
"491","Raise","76"
"491","Raise","3547"
"491","Relate_To","334"
"491","Relate_To","371"
"491","Relate_To","481"
"491","Relate_To","718"
"491","Relate_To","2097"
"491","Relate_To","2615"
"491","Relate_To","4119"
"492","Control","44"
"492","Control","180"
"492","Control","387"
"492","Control","3850"
"492","Control","5980"
"492","Introduce","180"
"492","Introduce","1420"
"492","Invests_In","5564"
"492","Operate_In","14"
"492","Operate_In","29"
"492","Participates_In","779"
"492","Relate_To","7"
"492","Relate_To","29"
"492","Relate_To","212"
"492","Relate_To","3433"
"492","Relate_To","5823"
"493","Control","535"
"493","Control","612"
"493","Control","2541"
"493","Control","3588"
"493","Control","10938"
"493","Has","1239"
"493","Has","2312"
"493","Has","5314"
"493","Introduce","2816"
"493","Invests_In","15"
"493","Invests_In","51"
"493","Invests_In","133"
"493","Invests_In","162"
"493","Invests_In","198"
"493","Invests_In","827"
"493","Invests_In","949"
"493","Invests_In","1608"
"493","Invests_In","3093"
"493","Is_Member_Of","12005"
"493","Operate_In","1"
"493","Operate_In","14"
"493","Operate_In","269"
"493","Operate_In","275"
"493","Operate_In","567"
"493","Operate_In","612"
"493","Operate_In","694"
"493","Operate_In","721"
"493","Operate_In","1108"
"493","Operate_In","1989"
"493","Operate_In","2357"
"493","Operate_In","2700"
"493","Operate_In","12190"
"493","Participates_In","5123"
"493","Raise","567"
"493","Raise","2217"
"493","Raise","3035"
"493","Raise","10938"
"493","Relate_To","24"
"493","Relate_To","491"
"493","Relate_To","612"
"493","Relate_To","2816"
"493","Relate_To","4034"
"493","Relate_To","4823"
"493","Relate_To","5771"
"493","Relate_To","10938"
"494","Decrease","176"
"494","Decrease","198"
"494","Decrease","214"
"494","Decrease","1919"
"494","Impact","3"
"494","Impact","25"
"494","Impact","28"
"494","Impact","31"
"494","Impact","98"
"494","Impact","176"
"494","Impact","291"
"494","Impact","400"
"494","Impact","472"
"494","Impact","692"
"494","Impact","1028"
"494","Impact","1406"
"494","Impact","1448"
"494","Impact","1505"
"494","Impact","1551"
"494","Impact","1574"
"494","Impact","1888"
"494","Impact","2582"
"494","Impact","2849"
"494","Impact","3009"
"494","Impact","5009"
"494","Impact","7150"
"494","Impact","8261"
"494","Impact","9967"
"494","Impact","10095"
"494","Is_Member_Of","1028"
"494","Negative_Impact_On","93"
"494","Negative_Impact_On","132"
"494","Negative_Impact_On","2852"
"494","Negative_Impact_On","6123"
"494","Positive_Impact_On","400"
"494","Positive_Impact_On","9309"
"494","Relate_To","35"
"494","Relate_To","37"
"494","Relate_To","50"
"494","Relate_To","88"
"494","Relate_To","91"
"494","Relate_To","111"
"494","Relate_To","400"
"494","Relate_To","583"
"494","Relate_To","1073"
"494","Relate_To","1258"
"494","Relate_To","1354"
"494","Relate_To","1468"
"494","Relate_To","10728"
"494","Relate_To","13294"
"495","Control","19"
"495","Control","1449"
"495","Control","6667"
"495","Control","6726"
"495","Control","10543"
"495","Has","4"
"495","Has","103"
"495","Has","143"
"495","Has","179"
"495","Has","680"
"495","Has","1051"
"495","Has","1540"
"495","Has","2050"
"495","Has","2295"
"495","Has","6390"
"495","Has","10536"
"495","Impact","3124"
"495","Impact","9298"
"495","Invests_In","20"
"495","Invests_In","11376"
"495","Is_Member_Of","749"
"495","Operate_In","1"
"495","Operate_In","1583"
"495","Relate_To","0"
"495","Relate_To","85"
"495","Relate_To","680"
"496","Control","297"
"496","Control","357"
"496","Control","496"
"496","Control","1344"
"496","Control","2142"
"496","Control","2686"
"496","Control","3437"
"496","Control","5469"
"496","Control","6417"
"496","Control","12368"
"496","Has","1565"
"496","Has","2089"
"496","Impact","111"
"496","Impact","357"
"496","Impact","603"
"496","Impact","743"
"496","Impact","4255"
"496","Impact","5793"
"496","Impact","7197"
"496","Introduce","5793"
"496","Is_Member_Of","2142"
"496","Is_Member_Of","3314"
"496","Negative_Impact_On","4393"
"496","Operate_In","357"
"496","Operate_In","720"
"496","Operate_In","3437"
"496","Operate_In","5034"
"496","Participates_In","2478"
"496","Produce","11484"
"496","Raise","2344"
"496","Raise","5152"
"496","Raise","11067"
"496","Relate_To","357"
"496","Relate_To","496"
"496","Relate_To","603"
"496","Relate_To","2089"
"496","Relate_To","2142"
"496","Relate_To","4332"
"496","Relate_To","5034"
"496","Relate_To","5793"
"496","Relate_To","7044"
"496","Relate_To","10086"
"496","Relate_To","10799"
"496","Relate_To","11262"
"496","Relate_To","12799"
"499","Announce","1001"
"499","Announce","2529"
"499","Control","90"
"499","Control","1174"
"499","Control","2044"
"499","Control","6449"
"499","Control","6580"
"499","Control","11147"
"499","Impact","1143"
"499","Is_Member_Of","90"
"499","Is_Member_Of","143"
"499","Participates_In","4638"
"499","Relate_To","0"
"499","Relate_To","2"
"499","Relate_To","7"
"499","Relate_To","49"
"499","Relate_To","100"
"499","Relate_To","118"
"499","Relate_To","680"
"499","Relate_To","796"
"499","Relate_To","1174"
"499","Relate_To","2050"
"499","Relate_To","2457"
"499","Relate_To","3186"
"500","Control","567"
"500","Control","745"
"500","Has","9"
"500","Has","586"
"500","Has","1375"
"500","Has","1471"
"500","Has","2510"
"500","Has","3144"
"500","Has","5056"
"500","Invests_In","1471"
"500","Operate_In","1"
"500","Operate_In","111"
"500","Operate_In","3771"
"500","Operate_In","4255"
"500","Operate_In","10132"
"500","Raise","1796"
"500","Relate_To","18"
"500","Relate_To","586"
"500","Relate_To","1471"
"500","Relate_To","9321"
"500","Relate_To","12005"
"501","Announce","27"
"501","Control","65"
"501","Control","1599"
"501","Has","11655"
"501","Impact","65"
"501","Operate_In","65"
"501","Participates_In","65"
"501","Participates_In","2181"
"501","Relate_To","7"
"501","Relate_To","65"
"501","Relate_To","100"
"501","Relate_To","308"
"501","Relate_To","882"
"501","Relate_To","1173"
"501","Relate_To","7347"
"501","Relate_To","9229"
"501","Relate_To","11655"
"502","Control","54"
"502","Control","959"
"502","Control","1837"
"502","Control","7281"
"502","Has","614"
"502","Has","1449"
"502","Impact","1282"
"502","Operate_In","1"
"502","Operate_In","5866"
"502","Participates_In","680"
"502","Relate_To","0"
"502","Relate_To","1"
"502","Relate_To","21"
"502","Relate_To","289"
"502","Relate_To","3832"
"502","Relate_To","6709"
"502","Relate_To","11388"
"503","Announce","3778"
"503","Control","7711"
"503","Has","2985"
"503","Impact","1009"
"503","Impact","2760"
"503","Is_Member_Of","2016"
"503","Operate_In","269"
"503","Operate_In","387"
"503","Operate_In","591"
"503","Operate_In","8534"
"503","Operate_In","8795"
"503","Participates_In","1756"
"503","Participates_In","3949"
"503","Participates_In","4523"
"503","Raise","1394"
"503","Raise","7817"
"503","Relate_To","0"
"503","Relate_To","4"
"503","Relate_To","45"
"503","Relate_To","47"
"503","Relate_To","75"
"503","Relate_To","103"
"503","Relate_To","204"
"503","Relate_To","288"
"503","Relate_To","434"
"503","Relate_To","643"
"503","Relate_To","1176"
"503","Relate_To","1755"
"503","Relate_To","7817"
"504","Announce","2150"
"504","Announce","2542"
"504","Announce","4363"
"504","Announce","5249"
"504","Announce","7236"
"504","Announce","8166"
"504","Control","0"
"504","Control","4126"
"504","Control","10336"
"504","Control","10337"
"504","Control","11262"
"504","Control","11466"
"504","Has","7"
"504","Has","746"
"504","Has","5249"
"504","Impact","0"
"504","Impact","5249"
"504","Introduce","2857"
"504","Is_Member_Of","7"
"504","Is_Member_Of","12"
"504","Is_Member_Of","11466"
"504","Operate_In","12"
"504","Participates_In","1288"
"504","Participates_In","11466"
"504","Participates_In","11730"
"504","Relate_To","0"
"504","Relate_To","2"
"504","Relate_To","7"
"504","Relate_To","216"
"504","Relate_To","483"
"504","Relate_To","784"
"504","Relate_To","3322"
"504","Relate_To","11466"
"505","Control","111"
"505","Control","1107"
"505","Control","2029"
"505","Control","2447"
"505","Control","2461"
"505","Has","2223"
"505","Has","2461"
"505","Has","2538"
"505","Has","2730"
"505","Has","4211"
"505","Has","4617"
"505","Has","5073"
"505","Has","11406"
"505","Impact","1"
"505","Impact","2538"
"505","Invests_In","4414"
"505","Negative_Impact_On","2538"
"505","Operate_In","1"
"505","Operate_In","12594"
"505","Participates_In","188"
"505","Participates_In","3736"
"505","Relate_To","1"
"505","Relate_To","12"
"505","Relate_To","177"
"505","Relate_To","567"
"505","Relate_To","952"
"505","Relate_To","1107"
"505","Relate_To","2538"
"505","Relate_To","3346"
"505","Relate_To","3496"
"505","Relate_To","4107"
"505","Relate_To","4567"
"505","Relate_To","4832"
"505","Relate_To","7458"
"506","Control","15"
"506","Control","253"
"506","Control","674"
"506","Control","1908"
"506","Control","2724"
"506","Control","3646"
"506","Control","10601"
"506","Control","13202"
"506","Decrease","1049"
"506","Has","368"
"506","Has","5423"
"506","Impact","2710"
"506","Impact","4380"
"506","Introduce","2462"
"506","Invests_In","15"
"506","Invests_In","2724"
"506","Is_Member_Of","253"
"506","Operate_In","15"
"506","Operate_In","163"
"506","Operate_In","764"
"506","Operate_In","1236"
"506","Operate_In","1595"
"506","Operate_In","1908"
"506","Operate_In","3587"
"506","Participates_In","2462"
"506","Produce","133"
"506","Produce","718"
"506","Raise","122"
"506","Raise","7658"
"506","Relate_To","13"
"506","Relate_To","15"
"506","Relate_To","253"
"506","Relate_To","670"
"506","Relate_To","851"
"506","Relate_To","1314"
"506","Relate_To","1595"
"506","Relate_To","2659"
"506","Relate_To","2724"
"506","Relate_To","3646"
"506","Relate_To","4726"
"507","Control","8"
"507","Control","42"
"507","Control","13513"
"507","Has","8"
"507","Impact","90"
"507","Is_Member_Of","8"
"507","Is_Member_Of","13076"
"507","Operate_In","8"
"507","Participates_In","8"
"507","Produce","8"
"507","Relate_To","8"
"507","Relate_To","81"
"507","Relate_To","455"
"507","Relate_To","2226"
"507","Relate_To","3102"
"508","Control","577"
"508","Control","12624"
"508","Control","12955"
"508","Has","8696"
"508","Impact","71"
"508","Impact","254"
"508","Is_Member_Of","1"
"508","Is_Member_Of","12"
"508","Is_Member_Of","71"
"508","Is_Member_Of","8696"
"508","Operate_In","1"
"508","Operate_In","7"
"508","Operate_In","108"
"508","Operate_In","163"
"508","Operate_In","254"
"508","Operate_In","312"
"508","Operate_In","577"
"508","Operate_In","4018"
"508","Participates_In","577"
"508","Participates_In","7802"
"508","Relate_To","0"
"508","Relate_To","1"
"508","Relate_To","7"
"508","Relate_To","52"
"508","Relate_To","71"
"508","Relate_To","155"
"508","Relate_To","160"
"508","Relate_To","1317"
"508","Relate_To","2367"
"508","Relate_To","4675"
"508","Relate_To","6193"
"508","Relate_To","6820"
"508","Relate_To","12955"
"509","Control","1265"
"509","Control","1341"
"509","Control","2153"
"509","Control","3974"
"509","Control","5585"
"509","Control","7733"
"509","Control","10280"
"509","Has","1265"
"509","Has","3974"
"509","Has","5585"
"509","Has","6052"
"509","Has","10168"
"509","Has","11837"
"509","Has","12457"
"509","Impact","3974"
"509","Impact","5585"
"509","Impact","11078"
"509","Operate_In","1"
"509","Operate_In","108"
"509","Operate_In","6362"
"509","Operate_In","8084"
"509","Participates_In","1899"
"509","Raise","10571"
"509","Relate_To","6"
"509","Relate_To","115"
"509","Relate_To","129"
"509","Relate_To","183"
"509","Relate_To","1265"
"509","Relate_To","1767"
"509","Relate_To","2032"
"509","Relate_To","3974"
"509","Relate_To","5585"
"509","Relate_To","6052"
"509","Relate_To","7010"
"509","Relate_To","8976"
"509","Relate_To","13603"
"510","Impact","39"
"510","Impact","333"
"510","Impact","4171"
"510","Is_Member_Of","895"
"510","Operate_In","1"
"510","Operate_In","50"
"510","Operate_In","89"
"510","Operate_In","855"
"510","Operate_In","1015"
"510","Operate_In","1062"
"510","Operate_In","1989"
"510","Operate_In","2134"
"510","Operate_In","2225"
"510","Operate_In","3055"
"510","Operate_In","8224"
"510","Relate_To","104"
"510","Relate_To","855"
"510","Relate_To","1609"
"510","Relate_To","2778"
"510","Relate_To","3144"
"510","Relate_To","6208"
"510","Relate_To","9882"
"510","Relate_To","10116"
"510","Relate_To","11145"
"510","Relate_To","11778"
"511","Impact","2094"
"511","Invests_In","659"
"511","Operate_In","1"
"511","Operate_In","495"
"511","Operate_In","2815"
"511","Participates_In","6052"
"511","Relate_To","659"
"511","Relate_To","3331"
"511","Relate_To","6448"
"513","Announce","10571"
"513","Control","79"
"513","Control","377"
"513","Control","513"
"513","Control","1144"
"513","Control","2217"
"513","Control","10819"
"513","Has","2073"
"513","Has","2217"
"513","Impact","517"
"513","Impact","559"
"513","Impact","1148"
"513","Invests_In","1144"
"513","Invests_In","1266"
"513","Invests_In","6117"
"513","Negative_Impact_On","1898"
"513","Operate_In","2"
"513","Operate_In","40"
"513","Operate_In","1869"
"513","Operate_In","4134"
"513","Operate_In","4768"
"513","Participates_In","130"
"513","Produce","311"
"513","Produce","1144"
"513","Raise","10515"
"513","Relate_To","2"
"513","Relate_To","8"
"513","Relate_To","31"
"513","Relate_To","311"
"513","Relate_To","990"
"513","Relate_To","1148"
"513","Relate_To","2565"
"513","Relate_To","5759"
"513","Relate_To","11274"
"515","Control","25"
"515","Control","91"
"515","Control","111"
"515","Control","234"
"515","Control","483"
"515","Control","853"
"515","Control","1112"
"515","Control","1291"
"515","Control","2037"
"515","Control","2773"
"515","Control","3503"
"515","Control","3546"
"515","Control","4856"
"515","Control","7127"
"515","Control","11909"
"515","Has","483"
"515","Has","1811"
"515","Has","2084"
"515","Has","3455"
"515","Has","10635"
"515","Impact","25"
"515","Impact","111"
"515","Impact","853"
"515","Impact","2182"
"515","Impact","2773"
"515","Impact","4856"
"515","Impact","4947"
"515","Impact","10514"
"515","Impact","11102"
"515","Introduce","234"
"515","Introduce","1897"
"515","Introduce","3455"
"515","Introduce","4856"
"515","Invests_In","25"
"515","Invests_In","2773"
"515","Is_Member_Of","256"
"515","Is_Member_Of","4126"
"515","Is_Member_Of","4785"
"515","Is_Member_Of","12993"
"515","Negative_Impact_On","2673"
"515","Negative_Impact_On","4856"
"515","Operate_In","208"
"515","Operate_In","853"
"515","Operate_In","2037"
"515","Operate_In","2963"
"515","Operate_In","4332"
"515","Operate_In","5051"
"515","Operate_In","10356"
"515","Participates_In","2028"
"515","Produce","91"
"515","Produce","3455"
"515","Raise","25"
"515","Raise","91"
"515","Raise","1291"
"515","Raise","9981"
"515","Relate_To","3"
"515","Relate_To","25"
"515","Relate_To","91"
"515","Relate_To","252"
"515","Relate_To","634"
"515","Relate_To","903"
"515","Relate_To","1034"
"515","Relate_To","1112"
"515","Relate_To","2442"
"515","Relate_To","3455"
"515","Relate_To","4332"
"515","Relate_To","4365"
"515","Relate_To","5785"
"515","Relate_To","7738"
"516","Control","474"
"516","Control","2531"
"516","Control","2786"
"516","Control","11370"
"516","Has","0"
"516","Has","319"
"516","Has","5321"
"516","Has","5816"
"516","Impact","843"
"516","Impact","10727"
"516","Operate_In","474"
"516","Operate_In","1680"
"516","Participates_In","777"
"516","Participates_In","3483"
"516","Relate_To","0"
"516","Relate_To","1"
"516","Relate_To","190"
"516","Relate_To","319"
"516","Relate_To","2641"
"516","Relate_To","6052"
"517","Control","559"
"517","Decrease","24"
"517","Impact","36"
"517","Impact","87"
"517","Impact","559"
"517","Impact","1025"
"517","Impact","6796"
"517","Impact","8271"
"517","Negative_Impact_On","18"
"517","Negative_Impact_On","24"
"517","Negative_Impact_On","36"
"517","Negative_Impact_On","1063"
"517","Negative_Impact_On","1314"
"517","Negative_Impact_On","2852"
"517","Negative_Impact_On","4923"
"517","Participates_In","64"
"517","Positive_Impact_On","24"
"517","Positive_Impact_On","87"
"517","Raise","8271"
"517","Relate_To","18"
"517","Relate_To","24"
"517","Relate_To","87"
"517","Relate_To","1869"
"517","Relate_To","2349"
"517","Relate_To","8660"
"518","Participates_In","188"
"519","Announce","3389"
"519","Control","858"
"519","Control","4613"
"519","Control","5402"
"519","Control","9706"
"519","Decrease","8"
"519","Decrease","30"
"519","Decrease","2217"
"519","Decrease","3035"
"519","Decrease","12455"
"519","Has","301"
"519","Has","3869"
"519","Has","6000"
"519","Has","10571"
"519","Invests_In","30"
"519","Invests_In","203"
"519","Invests_In","2569"
"519","Operate_In","108"
"519","Operate_In","339"
"519","Operate_In","354"
"519","Operate_In","651"
"519","Operate_In","928"
"519","Operate_In","1324"
"519","Operate_In","2477"
"519","Operate_In","3389"
"519","Operate_In","5137"
"519","Operate_In","6423"
"519","Operate_In","6844"
"519","Operate_In","8261"
"519","Operate_In","12630"
"519","Participates_In","339"
"519","Produce","3404"
"519","Raise","11"
"519","Raise","30"
"519","Raise","132"
"519","Raise","1767"
"519","Raise","8326"
"519","Relate_To","99"
"519","Relate_To","3002"
"519","Relate_To","3404"
"519","Relate_To","4320"
"519","Relate_To","10202"
"519","Relate_To","12079"
"520","Control","1"
"520","Control","291"
"520","Has","5268"
"520","Has","13312"
"520","Impact","1"
"520","Impact","2"
"520","Impact","18"
"520","Impact","21"
"520","Impact","28"
"520","Impact","111"
"520","Impact","152"
"520","Impact","176"
"520","Impact","177"
"520","Impact","214"
"520","Impact","235"
"520","Impact","291"
"520","Impact","322"
"520","Impact","370"
"520","Impact","371"
"520","Impact","472"
"520","Impact","483"
"520","Impact","567"
"520","Impact","847"
"520","Impact","853"
"520","Impact","874"
"520","Impact","1133"
"520","Impact","1182"
"520","Impact","1329"
"520","Impact","1351"
"520","Impact","1354"
"520","Impact","1627"
"520","Impact","1736"
"520","Impact","1948"
"520","Impact","2058"
"520","Impact","2426"
"520","Impact","2579"
"520","Impact","2897"
"520","Impact","3130"
"520","Impact","3350"
"520","Impact","4126"
"520","Impact","5012"
"520","Impact","5374"
"520","Impact","6083"
"520","Impact","6795"
"520","Impact","7543"
"520","Impact","8271"
"520","Negative_Impact_On","1"
"520","Negative_Impact_On","291"
"520","Negative_Impact_On","472"
"520","Negative_Impact_On","672"
"520","Negative_Impact_On","692"
"520","Negative_Impact_On","1094"
"520","Negative_Impact_On","1133"
"520","Negative_Impact_On","1351"
"520","Negative_Impact_On","3071"
"520","Negative_Impact_On","4118"
"520","Negative_Impact_On","5570"
"520","Participates_In","291"
"520","Relate_To","1"
"520","Relate_To","18"
"520","Relate_To","291"
"520","Relate_To","472"
"520","Relate_To","675"
"520","Relate_To","2519"
"520","Relate_To","2942"
"520","Relate_To","6795"
"521","Control","567"
"521","Control","666"
"521","Has","3933"
"521","Has","11295"
"521","Impact","2217"
"521","Invests_In","2"
"521","Is_Member_Of","198"
"521","Is_Member_Of","1996"
"521","Negative_Impact_On","3035"
"521","Negative_Impact_On","12074"
"521","Operate_In","2"
"521","Operate_In","108"
"521","Operate_In","482"
"521","Operate_In","1973"
"521","Operate_In","5296"
"521","Operate_In","5409"
"521","Operate_In","9874"
"521","Participates_In","1136"
"521","Raise","189"
"521","Relate_To","2282"
"521","Relate_To","2768"
"521","Relate_To","3650"
"521","Relate_To","9874"
"522","Announce","8669"
"522","Announce","11262"
"522","Control","3"
"522","Control","21"
"522","Control","25"
"522","Control","91"
"522","Control","98"
"522","Control","111"
"522","Control","215"
"522","Control","234"
"522","Control","291"
"522","Control","324"
"522","Control","328"
"522","Control","395"
"522","Control","400"
"522","Control","483"
"522","Control","690"
"522","Control","823"
"522","Control","1736"
"522","Control","1767"
"522","Control","2365"
"522","Control","2755"
"522","Control","3087"
"522","Control","4267"
"522","Control","4363"
"522","Control","5971"
"522","Control","6609"
"522","Control","6687"
"522","Control","7085"
"522","Control","7325"
"522","Control","8261"
"522","Control","10635"
"522","Control","11262"
"522","Control","11280"
"522","Decrease","91"
"522","Has","283"
"522","Has","1084"
"522","Has","6683"
"522","Impact","63"
